"Passage 1: Soldiers and rescue workers flat at the site where a ferry sank in a reservoir in Guatape, Colombia, Sunday, June 25, 2017. Nine people were dead and 28 missing after a tourist ferry packed with around... (Associated Press)     GUATAPE, Colombia (AP) — A tourist boat packed with about 170 passengers for the holiday weekend capsized Sunday on a reservoir near the Colombian city of Medellin, leaving nine people dead and 28 missing, officials said.     Rescuers including firefighters from nearby cities and air force pilots were searching for survivors at the Guatape reservoir where the four-story El Almirante ferry sank. A flotilla of recreational boats and jet skis rushed to the scene, pulling people from the boat as it went down and avoiding an even deadlier tragedy.     Dramatic videos circulating on social media show the turquoise and yellow trimmed party boat rocking back and forth as people crawled down from a fourth-floor roof as it began sinking into the water.     ""Those on the first and second floors sank immediately,"" a female survivor who wasn't identified by name told Teleantioquia. ""The boat was sinking and all we could do was scream and call for help.""     Margarita Moncada, the head of the disaster response agency in Antioquia state, said that according to a preliminary report 99 people were rescued and another 40 managed to find a way to shore on their own and were in good condition. Speaking to reporters from the reservoir, she said nine people had been killed and around 28 are still missing.     It's unclear what caused the boat to sink but survivors said that it appeared to be overloaded and nobody on board was wearing a life vest.     Daniel Giraldo, owner of an Italian restaurant in Guatape, said he went to the bay after hearing the sound of ambulances. When he got to the shore people told him the ship had gone under.     ""It sank in a matter of four minutes,"" he said.     Next he went to the hospital where he said he saw a baby girl in a wet dress who had been saved but whose mother he was told is missing.     Authorities were at a loss to say exactly how many people were on the boat and asked passengers or their loved ones to report to a rescue center hastily set up along the shore. They also made a call for scuba divers to assist with the search.     The reservoir surrounding the soaring rocky outcrop of El Penol is a popular weekend destination a little more than an hour from Medellin. It was especially busy Sunday as Colombians celebrated a long holiday weekend.     --     AP Writers Christine Armario from Bogota, Colombia and Joshua Goodman from Caracas, Venezuela contributed to this report Passage 2: Rating is available when the video has been rented.     This feature is not available right now. Please try again later. ",731
"Passage 1: Cigarette price hike risks black market - PM     By Adam Ray     The Prime Minister says a huge hike in the cost of cigarettes could encourage a black market for smokers.     3 News revealed yesterday that Health Ministry officials think cigarettes need to cost $100 a packet to make New Zealand smoke-free.     But Associate Health Minister Tariana Turia says she has a whatever-it-takes attitude to the idea.     Felix Five would love to quit, but struggles because he's addicted. He says pumping up the cost of cigarettes won't stop smokers.     “People still use heroin,” says the smoker. “It is expensive, cocaine is expensive. So I don't think people will stop smoking.”     A Health Ministry paper obtained by 3 News says drastic measures are needed to meet the Government's aim for New Zealand to be smoke-free by 2025.     One proposal is for prices to increase by around a third every year to reach $100 a packet within eight years.     But officials said one shock increase followed by smaller increases is more reasonable.     John Key says the Government is looking at a range of policies to stop smoking and huge price hikes could fuel black market trading.     “Whether that would be sustainable in terms of the black market, I don't know,” says John Key. “It seems like a big step.”     The Health Ministry says the discussion paper may be used to give advice to Government.     3 News asked Associate Health Minister Tariana Turia if she supported the idea of making cigarettes $100 a packet.     She gave a simple answer: whatever it takes.     3 News Passage 2: Pack Of Cigarettes 'May Rise To $100' In NZ     The price of a packet of cigarettes is set to rise significantly as New Zealand looks to stamp out smoking     The cost of a packet of cigarettes in New Zealand could rise to as much as $100 dollars - around £50 - by 2020 amid moves to stamp out smoking.     The Ministry of Health wants New Zealand to be smoke free by 2025 and the suggested increase gives the first hint of the drastic measures being discussed.     A document released under the Official Information Act to the country's 3 News website features a number of pricing scenarios - with the most extreme showing a single cigarette costing the equivalent of £2.50.     One option being considered is a 10% increase on a pack of 20 cigarettes year-on-year from 2013 to 2025, meaning it would cost $40 (£20) a pack by 2024.     But a second scenario would see packs at $100 each by 2020, achieved by an immediate shock rise of 30% to 60%, with on-going increases of 30% each year after that.     New Zealand aims to be smoke free by 2025     This model would reach the 2025 target to stamp out smoking completely, but is described in the paper as ""probably unrealistic"".     The most likely model would see a shock tax increase next year, and then a 10%-a-year rise, which would mean a packet of cigarettes costs around $60 (£30) by 2025.     Other ideas discussed in the document include regulating tobacco as a highly toxic substance, a ban on smoking in cars with children, a doubling of anti-smoking media campaigns and removing tobacco from duty-free sale.     The briefing paper said: ""If we are to continue to lower smoking prevalence we need to both increase the numbers who successfully quit smoking, and reduce smoking initiation among young people.     ""Tobacco taxation is the single most effective intervention available to drive down smoking prevalence figures.""     The Ministry of Health has said that the paper is an internal policy discussion and does not represent Government policy. ",765
"Passage 1: Ben Affleck took to his Facebook page Tuesday afternoon to share that he had been in rehab.     The actor said he'd completed treatment for alcohol addiction, which was the ""first of many steps being taken towards a positive recovery.""     He mentioned his family and three kids several times in the short statement and talked about his estranged wife, Jennifer Garner, as his ""co-parent."" The 44-year-old said Garner has ""supported me and cared for our kids as I've done the work I set out to do.""     The star and producer in the upcoming The Batman movie noted that he's dealt with addiction in the past and that it's an issue he ""will continue to confront."" He also went to rehab in 2001 for alcohol abuse. Passage 2: Ben Affleck Completes Rehab     Ben Affleck Completes Rehab     Breaking News     Ben Affleck announced he's just completed a stint in rehab.     Sources tell us he was at a facility almost immediately after the Oscars 2 weeks ago.     Ben says he took it upon himself to get help because he had renewed problems with alcohol abuse. A source familiar with the situation says the problem has been going on ""a long time.""     It's not Ben's first time in rehab. He went to Promises in Malibu back in 2001 for alcohol abuse.     There have been reports he was reconciling with Jennifer Garner and she was dropping the divorce, but our sources say that is not true.     Ben says, ""I'm lucky to have the love of my family and friends, including my co-parent, Jen, who has supported me and cared for our kids as I've done the work I've set out to do."" Passage 3: Ben Affleck revealed, in a Facebook post on Tuesday, that he recently completed a stint in rehab for alcohol addiction.     “I have completed treatment for alcohol addiction; something I’ve dealt with in the past and will continue to confront,” he wrote on Facebook. Affleck checked himself into rehab in 2001 as well.     “I want to live life to the fullest and be the best father I can be. I want my kids to know there is no shame in getting help when you need it, and to be a source of strength for anyone out there who needs help but is afraid to take the first step,” he continued. “I’m lucky to have the love of my family and friends, including my co-parent, Jen, who has supported me and cared for our kids as I’ve done the work I set out to do. This was the first of many steps being taken towards a positive recovery.”     In the Facebook post, Affleck said he’s “lucky to have the love of … co-parent, Jen.” He and wife Jennifer Garner separated in 2015, but have not formally divorced yet. The two have three children together: two daughters and one son. Affleck recently exited as director of the Batman standalone film, but will still star in and produce the highly-anticipated superhero tentpole. Matt Reeves has since taken over directing duties.     Affleck’s last directorial effort, the gangster pic “Live by Night,” flopped, leaving Warner Bros. — the studio behind the period film — with a $75 million loss.     Syfy also recently canceled the sci-fi thriller “Incorporated,” which Affleck executive produced with longtime friend and business partner Matt Damon and Jennifer Todd.     Before he dons the cape and cowl in “The Batman,” the actor will next play the Dark Knight in “Justice League,” which hits theaters on Nov. 17.     POPULAR ON VARIETY: ",787
"Passage 1: CLOSE Discover what made the Angry Birds so angry at the pigs in 'The Angry Birds Movie.' USA TODAY     Red (Jason Sudeikis) leads the charge against the pig invaders in ""The Angry Birds Movie."" (Photo: Rovio Animation)     Furious fowl ruled the roost at the weekend box office.     Moviegoers flocked to see The Angry Birds Movie, which took flight with $39 million and No. 1, according to studio estimates from comScore. The family comedy — an adaptation of the popular app game — scored the third-best animated debut of the year, behind Zootopia ($75.1 million) and Kung Fu Panda 3 ($41.3 million). It was enough to knock Captain America: Civil War from its perch, which fell to No. 2.     Budgeted at $73 million, Angry Birds features the voices of Jason Sudeikis, Sean Penn, Maya Rudolph, Danny McBride and Josh Gad. Despite ruffling a few feathers among critics (whose reviews were only 42% positive on RottenTomatoes), audiences embraced it slightly more (61% liked it).     ""It's a rare bird,"" says Paul Dergarabedian, senior media analyst for comScore. ""The video game aspect is drawing that audience that knows the brand, but then there's the crossover of family audiences who have really been drawn to PG-rated movies this year. This is a strong showing for the film,"" although the overall weekend box office is about 25% lower than it was this time last year, when Mad Max: Fury Road and Pitch Perfect 2 started on a high note.     Dropping to second place in its third week, Civil War muscled its way to $33.1 million, with a total of $347.4 million stateside and just over $1 billion worldwide. The superhero face-off starring Chris Evans and Robert Downey Jr. is now the seventh highest-grossing Marvel movie, performing slightly below last year's Avengers: Age of Ultron, which notched $372 million in its first three weeks and finished with $459 million in the USA.     Opening at No. 3, Neighbors 2: Sorority Rising brought down the house with a solid, if not spectacular, $21.8 million. The R-rated comedy reunites Seth Rogen and Rose Byrne as parents who team up with their former fratboy nemesis (Zac Efron) to take down hard-partying sorority sisters (led by Chloë Grace Moretz). With just OK reviews (61% positive), the film brought in less than half the business of its predecessor, which premiered with $49 million in May 2014 on its way to $150.2 million.     ""That was going to be a hard act to follow, no matter what,"" Dergarabedian says. ""R-rated comedies do so well in the summer because they're fresh and funny, but it's hard to replicate that. It's usually the original content from that genre that does well,"" calling to mind last year's Ted 2, which opened to nearly half ($33.5 million) of the 2012 original ($54.4 million).     Bringing up the rear, Shane Black's The Nice Guys was welcomed with a better-than-expected $11.3 million in fourth place. The 1970s noir comedy stars Ryan Gosling and Russell Crowe as mismatched detectives and has been embraced by critics (90% positive reviews) as well as moviegoers (84% liked it). Disney's live-action The Jungle Book rounded out the top five with $11 million in fifth, swinging to a wild $327.5 million since opening last month.     Final figures are expected Monday.     Read or Share this story: http://usat.ly/1TwgY4n Passage 2: In this image released by Disney, Anthony Mackie, from left, Paul Rudd, Jeremy Renner, Chris Evans, Elizabeth Olsen and Sebastian Stan appear in a scene from ""Captain America: Civil War."" (Disney-Marvel via AP) (Associated Press)     In this image released by Disney, Anthony Mackie, from left, Paul Rudd, Jeremy Renner, Chris Evans, Elizabeth Olsen and Sebastian Stan appear in a scene from ""Captain America: Civil War."" (Disney-Marvel... (Associated Press) ",788
"Passage 1: All roads running through the Valley Forge National Historical Park were closed Tuesday after a sewer main break caused extensive flooding. Some reports estimated the volume of spilled raw sewage to be about 5 million gallons.     Tredyffrin Township officials said the break appeared to have occurred around 10:30 a.m. in a pipe section of the Valley Creek Trunk Sewer Force Main near the intersection of Routes 252 and 23 in Upper Merion Township.     The spill drew a multi-agency response that also included contractors and environmental and engineering consultants, according to authorities. Officials said in a release that repairing the main “will require extensive damage assessment and traffic control.”     An initial radio report indicated about 5 million gallons of raw sewage spilled into the Valley Creek. Neither township nor state officials immediately returned requests for comment Tuesday evening. Passage 2: Crews in Chester County are working to stop raw sewage from gushing out of a broken pipe into a creek at Valley Forge National Park. (Published Tuesday, Mar 18, 2014)     Crews worked through the night to repair a broken sewer main that sent 5,000 gallons of sewage per minute into the creek at the Valley Forge National Historical Park.     The break occurred in the Valley Creek Trunk Sewer Force Main Tuesday morning near the intersection of Routes 252 and 23 in Tredyffrin Township, Chester County, Pa., according to township officials.     The 30-inch main is shared by Tredyffrin Township, Easttown Township, East Whiteland Township, Malvern Borough and Willistown Township.     Sewer Leak at Valley Forge Park     Water gushed onto the roadway at the intersection of Route 252 and Yellow Springs Road in Valley Forge Park causing traffic problems. (Published Tuesday, Mar 18, 2014)     Park rangers and police said water from the broken sewer main pushed through Route 23 in the park around 11 a.m. Tuesday and spilled off the side of the road.     Officials say the same main also broke six weeks ago, though they have not yet determined the cause of that break or the most recent one.     ""I don't want to speculate right now,"" said William Martin, a Tredyffrin Township worker. ""We've engaged other consultants to give us a long-term assessment of the pipe.""     Overnight crews removed the pipe. A new pipe is expected to arrive at the scene around 7 a.m. Wednesday.     ""We're working as fast as we can,"" Martin said. ""Really it's a time game to get the pipe back in the ground.""     The following roads that run through the park are closed:     Route 23 eastbound from Davis Road to Rt. 252     Route 23 westbound from N. Gulph Road to Rt. 252     Route 252 is closed northbound from the Pa. Turnpike     North and South Outer Line Drives     Gulph Road is closed from Thomas Road to Rt. 23     Yellow Springs Road is closed at the Covered Bridge     Public works officials expect these sections of road in the immediate area to be closed for several days as construction crews continue to repair the damaged water main and resurface portions of the street.     A PennDOT official told NBC10 that the broken main caused thousands of gallons of sewage per minute to leak into the Valley Creek, which feeds into the Schuylkill River. Officials say more than three million gallons of sewage may be in the creek.     Officials say the sewage leak doesn't pose a threat to humans but could be a safety concern for wildlife in the area.     NBC10 reached out to the Pa. Department of Environmental Protection asking how the leak could impact the surrounding area and the towns downriver, but officials have not responded to our calls. ",803
"Passage 1: Starting in 1996, Alexa Internet has been donating their crawl data to the Internet Archive. Flowing in every day, these data are added to the Wayback Machine after an embargo period. Passage 2: Ancient Tomb In Spain Destroyed And Replaced With A Picnic Table     Updated at 1:45 p.m. ET     The accidental destruction of an ancient tomb in northwest Spain was best summed up by an archaeologist in one perfect, if unintended, pun: ""monumental error.""     Workers in the town of Cristovo de Cea in the Galicia region mistook what is believed to be a 6,000-year-old Neolithic tomb for a broken stone picnic table and ""repaired it.""     Lauren Frayer reported from Spain for NPR's newscast:     ""An ancient tomb in northwest Spain had heritage status — and thus was supposed to be protected and clearly marked as an artifact. But somehow the local town council wasn't aware. So when parks and rec workers saw the granite slabs — they thought they were part of a park bench that needed repair. They poured concrete into the ancient burial chamber, and topped it with a brand new picnic table. An environmental group realized the error and complained. The tomb is believed to be more than 6,000 years old, from the area's ancient Celtic settlers.""     An investigation into how the tomb came to be destroyed is underway, according to The Local, but it appears to be an open and shut case: Officials simply weren't aware the site existed — not even the town's mayor, José Luis Valladores.     ""No one told me, neither Heritage nor the environmental group,"" he told the Spanish Huffington Post. ""The site wasn't even marked, and the logical thing would have been for them to get in contact with the local council so that we could have taken measures to protect the site,"" he added.     Juan Barceló, the archaeologist who called the mistake a monumental error, said he ""was horrified when he heard [the] news,"" and speculated that the breakdown in communication between builders and the local authorities was probably due to the summer holidays.     He also told The Local that mistakes like this are not the norm.     ""This is not representative of Spain, where monuments over 100 years old are all preserved by law,"" Barceló said. ""All authorities, national, state and local work effectively preserving our heritage. But sometimes accidents happen. I am sure that such disasters happen in many other countries, but have not been published.""     It turns out Barceló is partly right. Other countries have destroyed ancient remains, but usually it's done knowingly.     In 2007, as The New York Times reports, ""a work crew in the ancient capital city of Nanjing unearthed and destroyed the burial sites of 10 noblemen from six dynasties.""     Just last year, according to archaeologists, an ancient Native American burial ground and village in California was discovered and then razed in order to make way for multimillion-dollar homes.     However, the mistaken destruction of ancient relics isn't completely unheard of.     In 2013, NPR's Scott Neuman wrote about workers destroying a 2,300-year-old Mayan pyramid in Belize to use the rubble for road repair. They were apparently unaware that the pyramid was a Mayan ruin.     And then there are times when even the best intentions to preserve ancient relics go horribly awry, like this story from NPR's Eyder Peralta about a painter's attempt to restore a fresco. ",836
"Passage 1: Starting in 1996, Alexa Internet has been donating their crawl data to the Internet Archive. Flowing in every day, these data are added to the Wayback Machine after an embargo period. Passage 2: A man is in custody after two of his neighbors were found fatally shot early Sunday morning, say police in North Texas. (Published Tuesday, Oct. 25, 2016)     A man is in custody after two of his neighbors were found fatally shot early Sunday morning, say police in North Texas.     Fort Worth police said officers were called to a home on the 900 block of Buffalo Springs Drive at about 4 a.m. A spokesman said the original call was a report of a robbery.     When officers arrived, they found two bodies outside the home.     Witness: Neighbor Killed Couple Next Door in Fort Worth     Police investigate the killing of a couple found dead in their driveway in South Fort Worth. (Published Monday, Oct. 24, 2016)     On Monday, police said 35-year-old Cary Joseph Heath was arrested on a capital murder charge at Permenter Middle School in Cedar Hill, where he is employed as a teacher.     Heath was booked on a $1 million bond. It was not immediately clear if he had an attorney; jail records do not list an attorney for Heath.     Jordan Milner, who lives across the street from the crime scene, said a neighbor shot his next-door neighbors.     ""My wife woke me up and said someone is banging on the door,"" Milner said. ""Turns out what my wife heard were gunshots. From my understanding, the guy had an assault rife. From the looks of it, due to the shell casings, he unloaded the whole clip and killed two of the people who lived next door.""     Couple Killed in Fort Worth Neighborhood     A couple was found shot to death inside a south Fort Worth home early Sunday morning. (Published Sunday, Oct. 23, 2016)     Police have not released a motive in the shooting or released the names of the two people killed.     Milner said the victims were longtime residents.     A spokesperson for the Cedar Hill Independent School District said Heath has been placed on administrative leave.     NBC 5's Chris Jose contributed to this report. Passage 3: Cary Joseph Heath (Photo: Courtesy - Fort Worth Police Dept.)     FORT WORTH -- Parents were stunned after a middle school teacher's arrest on charges of capital murder. Police believe he gunned down two people in Fort Worth early Sunday morning.     Cary Joseph Heath, 35, was arrested at Permenter Middle the very next day. The arrest occurred after school, said Cedar Hill ISD.     Police are still investigating the double murder in the 800 block of Buffalo Springs Drive. Records show Heath lives in the 900 block of Buffalo Springs.     He is currently being held at the Fort Worth jail with a $1 million bond.     His bio on the school's website has since been taken down, but it said Heath is an eighth grade science teacher who was in his first year at the middle school. Prior to that, he served 13 years in the U.S. Air Force.     The murder victims have not been identified. Police had initially detained another man for questioning in the case but he was not arrested.     Cedar Hill ISD said Monday night Heath has been placed on administrative leave. They said they notified parents via an automated phone message, but a number of parents told our crew they had not heard about the incident.     Some were concerned that a man police believe was capable of murder was around children every day.     ""It's very scary. You have all the kids over there, you don't want anybody's kids to get hurt, whether its yours or anybody else's, They should be safe over there to get their education and come home,"" said parent Teresa Moreno.     Copyright 2016 WFAA ",875
"Passage 1: 'Put 'em in a coffin' prank damages Houston BMW     The latest bizarre internet ""meme"" to take off has made a splash on the web – and a giant dent in the hood of a Houston man's BMW.     According to KPRC-TV, teens trying to emulate the popular ""Put 'Em in a Coffin"" videos left a crater in the hood of Houston resident James McHugh's white BMW, as well as his wife's car. The damage has left McHugh with a $4,000 repair bill.     ""Put 'Em in a Coffin"" videos started popping up online in May after a member of the rap group ThotBoyz posted a video of himself flopping back first across the hood of a car with his arms crossed in front of him like a body in a coffin.     The original Vine video was viewed more than 3 million times (see above). Soon, copycat videos started making their way around the internet, with teens flopping on cars, fast food counters, cafeteria tables, classroom desks and elsewhere.     For more stupid games kids play, check out the slideshow above. Passage 2: KIDS DO? [NO AUDIO] PUT THEM IN THE COFFIN. PUT HIM IN THE KEVIN. PUT HIM IN A KOCH. PUT HIM IN A COFFIN. Reporter: IT'S THE VERY LATEST SOCIAL MEDIA-DRIVEN DEINSTRUCTIVE ATTENTION-GETTING PRANK TO HIT THE INTERNET. YOU CAN FIND IT ALL OVER YOUTUBE. IT'S CALLED PUT 'EM IN A COFFIN. PUT THEM IN A KEVIN. Reporter: AND IT'S ALL ABOUT -- COFFIN. Reporter: AND IT'S ALL ABOUT DANGEROUS TEENAGERS FILMING THEMSELVES DOING A BACKWARD DIVE. WHAT KIND OF DAMAGE DID THEY DO? SOMEBODY ELSE OBVIOUSLY JUMPED ON TO THE HOOD AND SO THE WHOLE HOOD IS NOW CAVED IN. Reporter: 28-YEAR-OLD JAMES McCUE HAD BOTH THE HOOD OF HIS WHITE BMW AND THE HOOD OF HIS WIFE'S CAR SMASHED IN. HE SAYS BY ONE OF THESE COFFIN CREWS. HIS HOME SECURITY SYSTEM HE SAYS CAPTURED THIS VIDEO OF A GROUP OF SEVEN YOUNG MEN WALKING UP TO HIS CAR LAST FRIDAY NIGHT ON PLAZA DEL SOL PARK. ANY IDEA WHAT ALL THIS IS GOING TO COST KNEW DAMAGES? THEY SAID ABOUT $4,000 FOR BOTH OF THEM, JUST BASED ON PICTURES. PUT THEM IN A COFFIN. ? Reporter: YES, KIDS ARE CALLING IT A GAME. JAMES CALLS IT A RIDICULOUS SENSELESS, INFURIATING CRIME. IT'S GOING TO COST HIM THOUSANDS OF DOLLARS. THAT'S PRETTY FRUSTRATING, YOU KNOW. YOU WORK HARD AND TO HAVE THAT MUCH MONEY WASHED AWAY IN -- YOU KNOW, FOR 10 SECONDS OF LAUGHS, THAT'S PRETTY FRUSTRATING. Reporter: NOW, YOU SAW FROM THE VIDEO, THIS DOESN'T INVOLVE JUST TEENAGERS JUMPING ON THE CARS. THEY'RE JUMPING ON TO STORE DISPLAYS, THEY'RE JUMPING ON TO TRASH BINS OR EVEN JUMPING ON EACH OTHER. THIS IS ALL PART OF THIS NEW GAME. AGAIN, JAMES SAYS ALL OF THIS SHOULD COST HIM AROUND $4,000.     HOUSTON -     Teenagers are throwing themselves on cars and property and recording it in a new trend spreading around the web.     One Houston man was left with a big bill after several teens damaged his car.     James McHugh's BMW has part of its hood smashed in as the result of teenagers engaging in a practical joke popping up on YouTube and social media.     ""Put 'em in a coffin"" is the latest social media-driven attention-getting prank where teens basically do a backward dive onto the hood of a car.     ""They jumped on the hood and now the whole hood is caved in,"" McHugh said.     McHugh, 28, had both the hood of his white BMW and the hood his wife's car dented. He says his home security camera captured video of a group of seven young men walking up to his car last Friday on Plaza del Sol Park.     McHugh says the damage is going to cost him about $4,000.     ""You work hard, and then to have that much money washed away for 10 seconds of laughter,"" he said. ""It's very frustrating."" ",890
"Passage 1: Click to listen to Howard Stern speak out about his divorce and the differences between himself and Charlie Sheen     For his wide-ranging interview with Howard Stern in the new issue of Rolling Stone, on stands and online in the digital archives (subscription required) this Friday, writer Neil Strauss spoke to Howard Stern for over three hours at SiriusXM headquarters in New York. They discussed Stern's traumatic divorce from his ex-wife Alison, the wild period in his personal life that followed before he met his second wife Beth, former sidekick Artie Lange's suicide attempt, his many years in therapy and his plans for the next five years of his radio show.     Watch video of Stern interviewing Rolling Stone's Neil Strauss below         Right now Stern tapes on Mondays through Thursdays, but that's probably going to change. ""When it came down to sort of figuring out what I was really after, I was pretty sure I was going to leave the radio,"" Stern says about his recent contract renewal. ""I thought I'd kind of done what I needed to do. I still enjoyed it, but I also found that I wanted time to do some other things. Right now, my schedule is pretty much the same as it's always been. And then as time rolls on I'll probably do about three shows a week.""     Howard Stern's Universe: Robin Quivers, Crackhead Bob and 14 More People to Know         Other highlights:     • Before the interview Stern spoke with Strauss on the air for nearly an hour, eventually getting the writer to reveal a shockingly personal detail about his girlfriend. ""When you got into your girlfriend being dry [during sex], that's when I knew I hit a home run. You hit it, but I brought you there. I knew my audience was going out of their minds. I could sense them all with us. And I did my job.""         • Artie Lange, Stern's former sidekick who attempted to kill himself early last year and has been off the air ever since, has spoken with Stern recently about returning to the air. ""He said to me recently that he would be willing to come on the air and explain what happened and stuff,"" says Stern. ""I don't even feel strong enough within myself or that I'd be doing the right thing by him, because I don't want to do the wrong thing for Artie. I just want Artie to stay alive.""     More from Stern's cover story: Howard on Sex, Therapy and Charlie Sheen     Video clip courtesy Howard TV On Demand. For more information, go to www.howard.tv     From the Archive:     Howard Stern Does Hollywood: Rolling Stone's 1997 Cover Story     Howard Stern: Man or Mouth? Rolling Stone's 1994 Cover Story     Who Is Howard Stern? Rolling Stone's 1990 Feature     Peter Travers' 1997 Review of Private Parts     Artie Lange Exposed: Rolling Stone's 2009 Feature     Artie Lange's Life in Photos: From Hometown Comic to Howard Stern's Sidekick     Artie Lange: The Story Behind the Story Passage 2: “The biggest criticism of my interviews is that I cut people off. I think my biggest asset is that I cut people off. It sounds like a contradiction, but the fact is you can't allow people to drone on. You are the orchestra leader. You are the one who is saying, ‘My audience wants something new. I've got to get out of this. I gotta keep it fresh.’”     RELATED     - Howard Stern Does Hollywood: 1997 Cover Story         - Sixteen People In Howard Stern's Universe - From Robin Quivers To Crackhead Bob     - Howard Stern: Man or Mouth: 1994 Cover Story     - Who is Howard Stern?: 1990 Feature     - Howard Stern Speaks Out About Artie Lange, His New Contract and His Divorce in New Rolling Stone Cover Story     ",934
"Passage 1: Tweet with a location     You can add location information to your Tweets, such as your city or precise location, from the web and via third-party applications. You always have the option to delete your Tweet location history. Learn more Passage 2: Tweet with a location     You can add location information to your Tweets, such as your city or precise location, from the web and via third-party applications. You always have the option to delete your Tweet location history. Learn more Passage 3:     Paul Goldschmidt and other batters won’t have to wait around for this anymore. (Norm Hall/Getty Images)     Tuesday brought news of a relatively small but noteworthy change being implemented by MLB this season: Intentional walks will now be granted to hitters with a signal from the opposing dugout, rather than by having the pitcher throw four obvious balls. While the baseball powers that be, such as Commissioner Rob Manfred, see the move as helping speed games up, not everyone is thrilled to see the four-pitch intentional walk go the way of the dodo.     [Analysis: Baseball kills off a part of history, and gains almost nothing]     For one thing, while it seems like the simplest of acts to lob four pitches to a catcher standing well away from the batter’s box, things can and do occasionally go awry, which is always fun. Indians second baseman Jason Kipnis pointed out on Twitter that he has twice scored on errant pitches during intentional walks, one of which was featured in a video posted by another Twitter user.     But I’ve scored twice on an overthrow during an intentional walk… https://t.co/cSHhsBQknY — Jason Kipnis (@TheJK_Kid) February 22, 2017     •The MLB has approved to change the intentional walk rule. Which now will be granted following dugout signal. Take a look at these classics. pic.twitter.com/g3iyEW5kB3 — Dylan (@DylansFreshTake) February 22, 2017     I'm kind of disappointed to see the intentional walk disappear if only because I loved to see it botched every now and then. — Baseball Joe Veyera (@JoeVeyera) February 22, 2017     The flip side of that scenario comes when a pitcher actually gets his lob a little too close to the strike zone and an intrepid batter goes for it. That’s fun, too!     As we say goodbye to the intentional walk(for now), I'd like to remind everyone of this absolute boss moment from Miggy. pic.twitter.com/KouH4Ixvew — Jason Ochart (@Jason_cOchart) February 22, 2017     @Tony_Frye I saw Will Clark single on an attempted intentional walk. It was awesome. Make them throw the dang pitches. — Susan Slusser (@susanslusser) February 22, 2017     Some online commenters made the case that the rule change will be so inconsequential, it’s hardly worth it.     Intentional walks took an estimated 1410 minutes in 2016.     That is 35 seconds per game. Is the automatic IBB really gonna fix pace of play? — MLB Statistics (@MLBRandomStats) February 22, 2017     932 intentional walks in 2,428 games last season. A baseball game is now, on average, 1.5 pitches shorter. — Ryan M. Spaeder (@theaceofspaeder) February 22, 2017     Others, not surprisingly, took things in a less serious direction.     I like the moment of the intentional walk especially late in the game. I want the guy on deck to have enough time to get properly offended. — Royals Nation (@RoyalsNation) February 22, 2017     Instead of cutting the intentional walk, make it more exciting! All intentional walks to be thrown by the center fielder, minimum 300 feet. — Jon Weisman (@jonweisman) February 21, 2017     But if the ol’ four-pitch IBB must go, can we at least have some fun with the dugout signal? Twitter certainly thought we should (note: there were lots of middle-finger suggestions that won’t be passed along here).     Dugout signal: Manager must mimic Walk like an Egyptian dance. https://t.co/Rx8jjbxPiG — Matt Wurst (@mwurst) February 22, 2017     This should be the new intentional walk signal. pic.twitter.com/xgLOrcL1lC — Greg Tepper (@Tepper) February 22, 2017 Passage 4: Major League Baseball is considering eliminating the four pitches it requires to intentionally walk a batter with the goal of making the game faster. If the proposed rule passes, games will indeed be faster. You just might not notice.     Last season, teams issued just 932 free passes in 2,427 games. The Count randomly sampled 10 of them and calculated they took 37.25 seconds on average. So when you do all the math, the net result is... ",936
